
2079460006;
12;1;02079460582
13;1;02079460582
14;1;02079460582
15;1;02079460582
16;1;02079460582

2079460583;
1;1;02079460583
2;1;02079460583
3;1;02079460583
4;1;02079460583
5;1;02079460583
6;1;02079460583
7;1;02079460583
8;1;02079460583
9;1;02079460583
10;1;02079460583
11;1;02079460583
12;1;02079460583
13;1;02079460583
14;1;02079460583
15;1;02079460583
16;1;02079460583

2079460584;
1;1;02079460584
2;1;02079460584
3;1;02079460584
4;1;02079460584
5;1;02079460584
6;1;02079460584
7;1;02079460584
8;1;02079460584
9;1;02079460584
10;1;02079460584
11;1;02079460584
12;1;02079460584
13;1;02079460584
14;1;02079460584
15;1;02079460584
16;1;02079460584

2079460585;
1;1;02079460585
2;1;02079460585
3;1;02079460585
4;1;02079460585
5;1;02079460585
6;1;02079460585
7;1;02079460585
8;1;02079460585
9;1;02079460585
10;1;02079460585
11;1;02079460585
12;1;02079460585
13;1;02079460585
14;1;02079460585
15;1;02079460585
16;1;02079460585

2079460586;
1;1;02079460586
2;1;02079460586
3;1;02079460586
4;1;02079460586
5;1;02079460586
6;1;02079460586
7;1;02079460586
8;1;02079460586
9;1;02079460586
10;1;02079460586
11;1;02079460586
12;1;02079460586
13;1;02079460586
14;1;02079460586
15;1;02079460586
16;1;02079460586

2079460587;
1;1;02079460587
2;1;02079460587
3;1;02079460587
4;1;02079460587
5;1;02079460587
6;1;02079460587
7;1;02079460587
8;1;02079460587
9;1;02079460587
10;1;02079460587
11;1;02079460587
12;1;02079460587
13;1;02079460587
14;1;02079460587
15;1;02079460587
16;1;02079460587

2079460588;
1;1;02079460588
2;1;02079460588
3;1;02079460588
4;1;02079460588
5;1;02079460588
6;1;02079460588
7;1;02079460588
8;1;02079460588
9;1;02079460588
10;1;02079460588
11;1;02079460588
12;1;02079460588
13;1;02079460588
14;1;02079460588
15;1;02079460588
16;1;02079460588

2079460589;
1;1;02079460589
2;1;02079460589
3;1;02079460589
4;1;02079460589
5;1;02079460589
6;1;02079460589
7;1;02079460589
8;1;02079460589
9;1;02079460589
10;1;02079460589
11;1;02079460589
12;1;02079460589
13;1;02079460589
14;1;02079460589
15;1;02079460589
16;1;02079460589

2079460590;
1;1;02079460590
2;1;02079460590
3;1;02079460590
4;1;02079460590
5;1;02079460590
6;1;02079460590
7;1;02079460590
8;1;02079460590
9;1;02079460590
10;1;02079460590
11;1;02079460590
12;1;02079460590
13;1;02079460590
14;1;02079460590
15;1;02079460590
16;1;02079460590

2079460591;
1;1;02079460591
2;1;02079460591
3;1;02079460591
4;1;02079460591
5;1;02079460591
6;1;02079460591
7;1;02079460591
8;1;02079460591
9;1;02079460591
10;1;02079460591
11;1;02079460591
12;1;02079460591
13;1;02079460591
14;1;02079460591
15;1;02079460591
16;1;02079460591

2079460592;
1;1;02079460592
2;1;02079460592
3;1;02079460592
4;1;02079460592
5;1;02079460592
6;1;02079460592
7;1;02079460592
8;1;02079460592
9;1;02079460592
10;1;02079460592
11;1;02079460592
12;1;02079460592
13;1;02079460592
14;1;02079460592
15;1;02079460592
16;1;02079460592

2079460593;
1;1;02079460593
2;1;02079460593
3;1;02079460593
4;1;02079460593
5;1;02079460593
6;1;02079460593
7;1;02079460593
8;1;02079460593
9;1;02079460593
10;1;02079460593
11;1;02079460593
12;1;02079460593
13;1;02079460593
14;1;02079460593
15;1;02079460593
16;1;02079460593

2079460594;
1;1;02079460594
2;1;02079460594
3;1;02079460594
4;1;02079460594
5;1;02079460594
6;1;02079460594
7;1;02079460594
8;1;02079460594
9;1;02079460594
10;1;02079460594
11;1;02079460594
12;1;02079460594
13;1;02079460594
14;1;02079460594
15;1;02079460594
16;1;02079460594

2079460595;
1;1;02079460595
2;1;02079460595
3;1;02079460595
4;1;02079460595
5;1;02079460595
6;1;02079460595
7;1;02079460595
8;1;02079460595
9;1;02079460595
10;1;02079460595
11;1;02079460595
12;1;02079460595
13;1;02079460595
14;1;02079460595
15;1;02079460595
16;1;02079460595

2079460596;
1;1;02079460596
2;1;02079460596
3;1;02079460596
4;1;02079460596
5;1;02079460596
6;1;02079460596
7;1;02079460596
8;1;02079460596
9;1;02079460596
10;1;02079460596
11;1;02079460596
12;1;02079460596
13;1;02079460596
14;1;02079460596
15;1;02079460596
16;1;02079460596

2079460597;
1;1;02079460597
2;1;02079460597
3;1;02079460597
4;1;02079460597
5;1;02079460597
6;1;02079460597
7;1;02079460597
8;1;02079460597
9;1;02079460597
10;1;02079460597
11;1;02079460597
12;1;02079460597
13;1;02079460597
14;1;02079460597
15;1;02079460597
16;1;02079460597

2079460598,,;
1;1;02079460598,,
2;1;02079460598,,
3;1;02079460598,,
4;1;02079460598,,
5;1;02079460598,,
6;1;02079460598,,
7;1;02079460598,,
8;1;02079460598,,
9;1;02079460598,,
10;1;02079460598,,
11;1;02079460598,,
12;1;02079460598,,
13;1;02079460598,,
14;1;02079460598,,
15;1;02079460598,,
16;1;02079460598,,

2079460599,,;
1;1;02079460599,,
2;1;02079460599,,
3;1;02079460599,,
4;1;02079460599,,
5;1;02079460599,,
6;1;02079460599,,
7;1;02079460599,,
8;1;02079460599,,
9;1;02079460599,,
10;1;02079460599,,
11;1;02079460599,,
12;1;02079460599,,
13;1;02079460599,,
14;1;02079460599,,
15;1;02079460599,,
16;1;02079460599,,

2079460600,,;
1;1;02079460600,,
2;1;02079460600,,
3;1;02079460600,,
4;1;02079460600,,
5;1;02079460600,,
6;1;02079460600,,
7;1;02079460600,,
8;1;02079460600,,
9;1;02079460600,,
10;1;02079460600,,
11;1;02079460600,,
12;1;02079460600,,
13;1;02079460600,,
14;1;02079460600,,
15;1;02079460600,,
16;1;02079460600,,

2079460601,,;
1;1;02079460601,,
2;1;02079460601,,
3;1;02079460601,,
4;1;02079460601,,
5;1;02079460601,,
6;1;02079460601,,
7;1;02079460601,,
8;1;02079460601,,
9;1;02079460601,,
10;1;02079460601,,
11;1;02079460601,,
12;1;02079460601,,
13;1;02079460601,,
14;1;02079460601,,
15;1;02079460601,,
16;1;02079460601,,

2079460602,,;
1;1;02079460602,,
2;1;02079460602,,
3;1;02079460602,,
4;1;02079460602,,
5;1;02079460602,,
6;1;02079460602,,
7;1;02079460602,,
8;1;02079460602,,
9;1;02079460602,,
10;1;02079460602,,
11;1;02079460602,,
12;1;02079460602,,
13;1;02079460602,,
14;1;02079460602,,
15;1;02079460602,,
16;1;02079460602,,

2079460603,72,16;
1;1;02079460603,72,16
2;1;02079460603,72,16
3;1;02079460603,72,16
4;1;02079460603,72,16
5;1;02079460603,72,16
6;1;02079460603,72,16
7;1;02079460603,72,16
8;1;02079460603,72,16
9;1;02079460603,72,16
10;1;02079460603,72,16
11;1;02079460603,72,16
12;1;02079460603,72,16
13;1;02079460603,72,16
14;1;02079460603,72,16
15;1;02079460603,72,16
16;1;02079460603,72,16

2079460604,,;
1;1;02079460604,,
2;1;02079460604,,
3;1;02079460604,,
4;1;02079460604,,
5;1;02079460604,,
6;1;02079460604,,
7;1;02079460604,,
8;1;02079460604,,
9;1;02079460604,,
10;1;02079460604,,
11;1;02079460604,,
12;1;02079460604,,
13;1;02079460604,,
14;1;02079460604,,
15;1;02079460604,,
16;1;02079460604,,

2079460605,,;
1;1;02079460605,,
2;1;02079460605,,
3;1;02079460605,,
4;1;02079460605,,
5;1;02079460605,,
6;1;02079460605,,
7;1;02079460605,,
8;1;02079460605,,
9;1;02079460605,,
10;1;02079460605,,
11;1;02079460605,,
12;1;02079460605,,
13;1;02079460605,,
14;1;02079460605,,
15;1;02079460605,,
16;1;02079460605,,

2079460606,,;
1;1;02079460606,,
2;1;02079460606,,
3;1;02079460606,,
4;1;02079460606,,
5;1;02079460606,,
6;1;02079460606,,
7;1;02079460606,,
8;1;02079460606,,
9;1;02079460606,,
10;1;02079460606,,
11;1;02079460606,,
12;1;02079460606,,
13;1;02079460606,,
14;1;02079460606,,
15;1;02079460606,,
16;1;02079460606,,

2079460607,,;
1;1;02079460607,,
2;1;02079460607,,
3;1;02079460607,,
4;1;02079460607,,
5;1;02079460607,,
6;1;02079460607,,
7;1;02079460607,,
8;1;02079460607,,
9;1;02079460607,,
10;1;02079460607,,
11;1;02079460607,,
12;1;02079460607,,
13;1;02079460607,,
14;1;02079460607,,
15;1;02079460607,,
16;1;02079460607,,

2079460608,,;
1;1;02079460608,,
2;1;02079460608,,
3;1;02079460608,,
4;1;02079460608,,
5;1;02079460608,,
6;1;02079460608,,
7;1;02079460608,,
8;1;02079460608,,
9;1;02079460608,,
10;1;02079460608,,
11;1;02079460608,,
12;1;02079460608,,
13;1;02079460608,,
14;1;02079460608,,
15;1;02079460608,,
16;1;02079460608,,

2079460609,,;
1;1;02079460609,,
2;1;02079460609,,
3;1;02079460609,,
4;1;02079460609,,
5;1;02079460609,,
6;1;02079460609,,
7;1;02079460609,,
8;1;02079460609,,
9;1;02079460609,,
10;1;02079460609,,
11;1;02079460609,,
12;1;02079460609,,
13;1;02079460609,,
14;1;02079460609,,
15;1;02079460609,,
16;1;02079460609,,

2079460610,,;
1;1;02079460610,,
2;1;02079460610,,
3;1;02079460610,,
4;1;02079460610,,
5;1;02079460610,,
6;1;02079460610,,
7;1;02079460610,,
8;1;02079460610,,
9;1;02079460610,,
10;1;02079460610,,
11;1;02079460610,,
12;1;02079460610,,
13;1;02079460610,,
14;1;02079460610,,
15;1;02079460610,,
16;1;02079460610,,

2079460611,,;
1;1;02079460611,,
2;1;02079460611,,
3;1;02079460611,,
4;1;02079460611,,
5;1;02079460611,,
6;1;02079460611,,
7;1;02079460611,,
8;1;02079460611,,
9;1;02079460611,,
10;1;02079460611,,
11;1;02079460611,,
12;1;02079460611,,
13;1;02079460611,,
14;1;02079460611,,
15;1;02079460611,,
16;1;02079460611,,

2079460612,,;
1;1;02079460612,,
2;1;02079460612,,
3;1;02079460612,,
4;1;02079460612,,
5;1;02079460612,,
6;1;02079460612,,
7;1;02079460612,,
8;1;02079460612,,
9;1;02079460612,,
10;1;02079460612,,
11;1;02079460612,,
12;1;02079460612,,
13;1;02079460612,,
14;1;02079460612,,
15;1;02079460612,,
16;1;02079460612,,

2079460613,,;
1;1;02079460613,,
2;1;02079460613,,
3;1;02079460613,,
4;1;02079460613,,
5;1;02079460613,,
6;1;02079460613,,
7;1;02079460613,,
8;1;02079460613,,
9;1;02079460613,,
10;1;02079460613,,
11;1;02079460613,,
12;1;02079460613,,
13;1;02079460613,,
14;1;02079460613,,
15;1;02079460613,,
16;1;02079460613,,

2079460614;
1;1;02079460614
2;1;02079460614
3;1;02079460614
4;1;02079460614
5;1;02079460614
6;1;02079460614
7;1;02079460614
8;1;02079460614
9;1;02079460614
10;1;02079460614
11;1;02079460614
12;1;02079460614
13;1;02079460614
14;1;02079460614
15;1;02079460614
16;1;02079460614

2079460615;
1;1;02079460615
2;1;02079460615
3;1;02079460615
4;1;02079460615
5;1;02079460615
6;1;02079460615
7;1;02079460615
8;1;02079460615
9;1;02079460615
10;1;02079460615
11;1;02079460615
12;1;02079460615
13;1;02079460615
14;1;02079460615
15;1;02079460615
16;1;02079460615

2079460616;
1;1;02079460616
2;1;02079460616
3;1;02079460616
4;1;02079460616
5;1;02079460616
6;1;02079460616
7;1;02079460616
8;1;02079460616
9;1;02079460616
10;1;02079460616
11;1;02079460616
12;1;02079460616
13;1;02079460616
14;1;02079460616
15;1;02079460616
16;1;02079460616

2079460617;
1;1;02079460617
2;1;02079460617
3;1;02079460617
4;1;02079460617
5;1;02079460617
6;1;02079460617
7;1;02079460617
8;1;02079460617
9;1;02079460617
10;1;02079460617
11;1;02079460617
12;1;02079460617
13;1;02079460617
14;1;02079460617
15;1;02079460617
16;1;02079460617

2079460618;
1;1;02079460618
2;1;02079460618
3;1;02079460618
4;1;02079460618
5;1;02079460618
6;1;02079460618
7;1;02079460618
8;1;02079460618
9;1;02079460618
10;1;02079460618
11;1;02079460618
12;1;02079460618
13;1;02079460618
14;1;02079460618
15;1;02079460618
16;1;02079460618

2079460619;
1;1;02079460619
2;1;02079460619
3;1;02079460619
4;1;02079460619
5;1;02079460619
6;1;02079460619
7;1;02079460619
8;1;02079460619
9;1;02079460619
10;1;02079460619
11;1;02079460619
12;1;02079460619
13;1;02079460619
14;1;02079460619
15;1;02079460619
16;1;02079460619

2079460620;
1;1;02079460620
2;1;02079460620
3;1;02079460620
4;1;02079460620
5;1;02079460620
6;1;02079460620
7;1;02079460620
8;1;02079460620
9;1;02079460620
10;1;02079460620
11;1;02079460620
12;1;02079460620
13;1;02079460620
14;1;02079460620
15;1;02079460620
16;1;02079460620

2079460621;
1;1;02079460621
2;1;02079460621
3;1;02079460621
4;1;02079460621
5;1;02079460621
6;1;02079460621
7;1;02079460621
8;1;02079460621
9;1;02079460621
10;1;02079460621
11;1;02079460621
12;1;02079460621
13;1;02079460621
14;1;02079460621
15;1;02079460621
16;1;02079460621

2079460622;
1;1;02079460622
2;1;02079460622
3;1;02079460622
4;1;02079460622
5;1;02079460622
6;1;02079460622
7;1;02079460622
8;1;02079460622
9;1;02079460622
10;1;02079460622
11;1;02079460622
12;1;02079460622
13;1;02079460622
14;1;02079460622
15;1;02079460622
16;1;02079460622

2079460623;
1;1;02079460623
2;1;02079460623
3;1;02079460623
4;1;02079460623
5;1;02079460623
6;1;02079460623
7;1;02079460623
8;1;02079460623
9;1;02079460623
10;1;02079460623
11;1;02079460623
12;1;02079460623
13;1;02079460623
14;1;02079460623
15;1;02079460623
16;1;02079460623

2079460624;
1;1;02079460624
2;1;02079460624
3;1;02079460624
4;1;02079460624
5;1;02079460624
6;1;02079460624
7;1;02079460624
8;1;02079460624
9;1;02079460624
10;1;02079460624
11;1;02079460624
12;1;02079460624
13;1;02079460624
14;1;02079460624
15;1;02079460624
16;1;02079460624

2079460625;
1;1;02079460625
2;1;02079460625
3;1;02079460625
4;1;02079460625
5;1;02079460625
6;1;02079460625
7;1;02079460625
8;1;02079460625
9;1;02079460625
10;1;02079460625
11;1;02079460625
12;1;02079460625
13;1;02079460625
14;1;02079460625
15;1;02079460625
16;1;02079460625

2079460626;
1;1;02079460626
2;1;02079460626
3;1;02079460626
4;1;02079460626
5;1;02079460626
6;1;02079460626
7;1;02079460626
8;1;02079460626
9;1;02079460626
10;1;02079460626
11;1;02079460626
12;1;02079460626
13;1;02079460626
14;1;02079460626
15;1;02079460626
16;1;02079460626

2079460627;
1;1;02079460627
2;1;02079460627
3;1;02079460627
4;1;02079460627
5;1;02079460627
6;1;02079460627
7;1;02079460627
8;1;02079460627
9;1;02079460627
10;1;02079460627
11;1;02079460627
12;1;02079460627
13;1;02079460627
14;1;02079460627
15;1;02079460627
16;1;02079460627

2079460628;
1;1;02079460628
2;1;02079460628
3;1;02079460628
4;1;02079460628
5;1;02079460628
6;1;02079460628
7;1;02079460628
8;1;02079460628
9;1;02079460628
10;1;02079460628
11;1;02079460628
12;1;02079460628
13;1;02079460628
14;1;02079460628
15;1;02079460628
16;1;02079460628

2079460629;
1;1;02079460629
2;1;02079460629
3;1;02079460629
4;1;02079460629
5;1;02079460629
6;1;02079460629
7;1;02079460629
8;1;02079460629
9;1;02079460629
10;1;02079460629
11;1;02079460629
12;1;02079460629
13;1;02079460629
14;1;02079460629
15;1;02079460629
16;1;02079460629

2079460630;
1;1;02079460630
2;1;02079460630
3;1;02079460630
4;1;02079460630
5;1;02079460630
6;1;02079460630
7;1;02079460630
8;1;02079460630
9;1;02079460630
10;1;02079460630
11;1;02079460630
12;1;02079460630
13;1;02079460630
14;1;02079460630
15;1;02079460630
16;1;02079460630

2079460631;
1;1;02079460631
2;1;02079460631
3;1;02079460631
4;1;02079460631
5;1;02079460631
6;1;02079460631
7;1;02079460631
8;1;02079460631
9;1;02079460631
10;1;02079460631
11;1;02079460631
12;1;02079460631
13;1;02079460631
14;1;02079460631
15;1;02079460631
16;1;02079460631

2079460632;
1;1;02079460632
2;1;02079460632
3;1;02079460632
4;1;02079460632
5;1;02079460632
6;1;02079460632
7;1;02079460632
8;1;02079460632
9;1;02079460632
10;1;02079460632
11;1;02079460632
12;1;02079460632
13;1;02079460632
14;1;02079460632
15;1;02079460632
16;1;02079460632

2079460633;
1;1;02079460633
2;1;02079460633
3;1;02079460633
4;1;02079460633
5;1;02079460633
6;1;02079460633
7;1;02079460633
8;1;02079460633
9;1;02079460633
10;1;02079460633
11;1;02079460633
12;1;02079460633
13;1;02079460633
14;1;02079460633
15;1;02079460633
16;1;02079460633

2079460634;
1;1;02079460634
2;1;02079460634
3;1;02079460634
4;1;02079460634
5;1;02079460634
6;1;02079460634
7;1;02079460634
8;1;02079460634
9;1;02079460634
10;1;02079460634
11;1;02079460634
12;1;02079460634
13;1;02079460634
14;1;02079460634
15;1;02079460634
16;1;02079460634

2079460635;
1;1;02079460635
2;1;02079460635
3;1;02079460635
4;1;02079460635
5;1;02079460635
6;1;02079460635
7;1;02079460635
8;1;02079460635
9;1;02079460635
10;1;02079460635
11;1;02079460635
12;1;02079460635
13;1;02079460635
14;1;02079460635
15;1;02079460635
16;1;02079460635

2079460636;
1;1;02079460636
2;1;02079460636
3;1;02079460636
4;1;02079460636
5;1;02079460636
6;1;02079460636
7;1;02079460636
8;1;02079460636
9;1;02079460636
10;1;02079460636
11;1;02079460636
12;1;02079460636
13;1;02079460636
14;1;02079460636
15;1;02079460636
16;1;02079460636

2079460637;
1;1;02079460637
2;1;02079460637
3;1;02079460637
4;1;02079460637
5;1;02079460637
6;1;02079460637
7;1;02079460637
8;1;02079460637
9;1;02079460637
10;1;02079460637
11;1;02079460637
12;1;02079460637
13;1;02079460637
14;1;02079460637
15;1;02079460637
16;1;02079460637

2079460638;
1;1;02079460638
2;1;02079460638
3;1;02079460638
4;1;02079460638
5;1;02079460638
6;1;02079460638
7;1;02079460638
8;1;02079460638
9;1;02079460638
10;1;02079460638
11;1;02079460638
12;1;02079460638
13;1;02079460638
14;1;02079460638
15;1;02079460638
16;1;02079460638

2079460639;
1;1;02079460639
2;1;02079460639
3;1;02079460639
4;1;02079460639
5;1;02079460639
6;1;02079460639
7;1;02079460639
8;1;02079460639
9;1;02079460639
10;1;02079460639
11;1;02079460639
12;1;02079460639
13;1;02079460639
14;1;02079460639
15;1;02079460639
16;1;02079460639

2079460640;
1;1;02079460640
2;1;02079460640
3;1;02079460640
4;1;02079460640
5;1;02079460640
6;1;02079460640
7;1;02079460640
8;1;02079460640
9;1;02079460640
10;1;02079460640
11;1;02079460640
12;1;02079460640
13;1;02079460640
14;1;02079460640
15;1;02079460640
16;1;02079460640

2079460641;
1;1;02079460641
2;1;02079460641
3;1;02079460641
4;1;02079460641
5;1;02079460641
6;1;02079460641
7;1;02079460641
8;1;02079460641
9;1;02079460641
10;1;02079460641
11;1;02079460641
12;1;02079460641
13;1;02079460641
14;1;02079460641
15;1;02079460641
16;1;02079460641

2079460642;
1;1;02079460642
2;1;02079460642
3;1;02079460642
4;1;02079460642
5;1;02079460642
6;1;02079460642
7;1;02079460642
8;1;02079460642
9;1;02079460642
10;1;02079460642
11;1;02079460642
12;1;02079460642
13;1;02079460642
14;1;02079460642
15;1;02079460642
16;1;02079460642

2079460643;
1;1;02079460643
2;1;02079460643
3;1;02079460643
4;1;02079460643
5;1;02079460643
6;1;02079460643
7;1;02079460643
8;1;02079460643
9;1;02079460643
10;1;02079460643
11;1;02079460643
12;1;02079460643
13;1;02079460643
14;1;02079460643
15;1;02079460643
16;1;02079460643

2079460644;
1;1;02079460644
2;1;02079460644
3;1;02079460644
4;1;02079460644
5;1;02079460644
6;1;02079460644
7;1;02079460644
8;1;02079460644
9;1;02079460644
10;1;02079460644
11;1;02079460644
12;1;02079460644
13;1;02079460644
14;1;02079460644
15;1;02079460644
16;1;02079460644

2079460645;
1;1;02079460645
2;1;02079460645
3;1;02079460645
4;1;02079460645
5;1;02079460645
6;1;02079460645
7;1;02079460645
8;1;02079460645
9;1;02079460645
10;1;02079460645
11;1;02079460645
12;1;02079460645
13;1;02079460645
14;1;02079460645
15;1;02079460645
16;1;02079460645

2079460646;
1;1;02079460646
2;1;02079460646
3;1;02079460646
4;1;02079460646
5;1;02079460646
6;1;02079460646
7;1;02079460646
8;1;02079460646
9;1;02079460646
10;1;02079460646
11;1;02079460646
12;1;02079460646
13;1;02079460646
14;1;02079460646
15;1;02079460646
16;1;02079460646

2079460647;
1;1;02079460647
2;1;02079460647
3;1;02079460647
4;1;02079460647
5;1;02079460647
6;1;02079460647
7;1;02079460647
8;1;02079460647
9;1;02079460647
10;1;02079460647
11;1;02079460647
12;1;02079460647
13;1;02079460647
14;1;02079460647
15;1;02079460647
16;1;02079460647

2079460648;
1;1;02079460648
2;1;02079460648
3;1;02079460648
4;1;02079460648
5;1;02079460648
6;1;02079460648
7;1;02079460648
8;1;02079460648
9;1;02079460648
10;1;02079460648
11;1;02079460648
12;1;02079460648
13;1;02079460648
14;1;02079460648
15;1;02079460648
16;1;02079460648

2079460649;
1;1;02079460649
2;1;02079460649
3;1;02079460649
4;1;02079460649
5;1;02079460649
6;1;02079460649
7;1;02079460649
8;1;02079460649
9;1;02079460649
10;1;02079460649
11;1;02079460649
12;1;02079460649
13;1;02079460649
14;1;02079460649
15;1;02079460649
16;1;02079460649

2079460650;
1;1;02079460650
2;1;02079460650
3;1;02079460650
4;1;02079460650
5;1;02079460650
6;1;02079460650
7;1;02079460650
8;1;02079460650
9;1;02079460650
10;1;02079460650
11;1;02079460650
12;1;02079460650
13;1;02079460650
14;1;02079460650
15;1;02079460650
16;1;02079460650

2079460651;
1;1;02079460651
2;1;02079460651
3;1;02079460651
4;1;02079460651
5;1;02079460651
6;1;02079460651
7;1;02079460651
8;1;02079460651
9;1;02079460651
10;1;02079460651
11;1;02079460651
12;1;02079460651
13;1;02079460651
14;1;02079460651
15;1;02079460651
16;1;02079460651

2079460652;
1;1;02079460652
2;1;02079460652
3;1;02079460652
4;1;02079460652
5;1;02079460652
6;1;02079460652
7;1;02079460652
8;1;02079460652
9;1;02079460652
10;1;02079460652
11;1;02079460652
12;1;02079460652
13;1;02079460652
14;1;02079460652
15;1;02079460652
16;1;02079460652

2079460653;
1;1;02079460653
2;1;02079460653
3;1;02079460653
4;1;02079460653
5;1;02079460653
6;1;02079460653
7;1;02079460653
8;1;02079460653
9;1;02079460653
10;1;02079460653
11;1;02079460653
12;1;02079460653
13;1;02079460653
14;1;02079460653
15;1;02079460653
16;1;02079460653

2079460654;
1;1;02079460654
2;1;02079460654
3;1;02079460654
4;1;02079460654
5;1;02079460654
6;1;02079460654
7;1;02079460654
8;1;02079460654
9;1;02079460654
10;1;02079460654
11;1;02079460654
12;1;02079460654
13;1;02079460654
14;1;02079460654
15;1;02079460654
16;1;02079460654

2079460655;
1;1;02079460655
2;1;02079460655
3;1;02079460655
4;1;02079460655
5;1;02079460655
6;1;02079460655
7;1;02079460655
8;1;02079460655
9;1;02079460655
10;1;02079460655
11;1;02079460655
12;1;02079460655
13;1;02079460655
14;1;02079460655
15;1;02079460655
16;1;02079460655

2079460656;
1;1;02079460656
2;1;02079460656
3;1;02079460656
4;1;02079460656
5;1;02079460656
6;1;02079460656
7;1;02079460656
8;1;02079460656
9;1;02079460656
10;1;02079460656
11;1;02079460656
12;1;02079460656
13;1;02079460656
14;1;02079460656
15;1;02079460656
16;1;02079460656

2079460657;
1;1;02079460657
2;1;02079460657
3;1;02079460657
4;1;02079460657
5;1;02079460657
6;1;02079460657
7;1;02079460657
8;1;02079460657
9;1;02079460657
10;1;02079460657
11;1;02079460657
12;1;02079460657
13;1;02079460657
14;1;02079460657
15;1;02079460657
16;1;02079460657

2079460658;
1;1;02079460658
2;1;02079460658
3;1;02079460658
4;1;02079460658
5;1;02079460658
6;1;02079460658
7;1;02079460658
8;1;02079460658
9;1;02079460658
10;1;02079460658
11;1;02079460658
12;1;02079460658
13;1;02079460658
14;1;02079460658
15;1;02079460658
16;1;02079460658

2079460659;
1;1;02079460659
2;1;02079460659
3;1;02079460659
4;1;02079460659
5;1;02079460659
6;1;02079460659
7;1;02079460659
8;1;02079460659
9;1;02079460659
10;1;02079460659
11;1;02079460659
12;1;02079460659
13;1;02079460659
14;1;02079460659
15;1;02079460659
16;1;02079460659

2079460660;
1;1;02079460660
2;1;02079460660
3;1;02079460660
4;1;02079460660
5;1;02079460660
6;1;02079460660
7;1;02079460660
8;1;02079460660
9;1;02079460660
10;1;02079460660
11;1;02079460660
12;1;02079460660
13;1;02079460660
14;1;02079460660
15;1;02079460660
16;1;02079460660

2079460661;
1;1;02079460661
2;1;02079460661
3;1;02079460661
4;1;02079460661
5;1;02079460661
6;1;02079460661
7;1;02079460661
8;1;02079460661
9;1;02079460661
10;1;02079460661
11;1;02079460661
12;1;02079460661
13;1;02079460661
14;1;02079460661
15;1;02079460661
16;1;02079460661

2079460662;
1;1;02079460662
2;1;02079460662
3;1;02079460662
4;1;02079460662
5;1;02079460662
6;1;02079460662
7;1;02079460662
8;1;02079460662
9;1;02079460662
10;1;02079460662
11;1;02079460662
12;1;02079460662
13;1;02079460662
14;1;02079460662
15;1;02079460662
16;1;02079460662

2079460663;
1;1;02079460663
2;1;02079460663
3;1;02079460663
4;1;02079460663
5;1;02079460663
6;1;02079460663
7;1;02079460663
8;1;02079460663
9;1;02079460663
10;1;02079460663
11;1;02079460663
12;1;02079460663
13;1;02079460663
14;1;02079460663
15;1;02079460663
16;1;02079460663

2079460664;
1;1;02079460664
2;1;02079460664
3;1;02079460664
4;1;02079460664
5;1;02079460664
6;1;02079460664
7;1;02079460664
8;1;02079460664
9;1;02079460664
10;1;02079460664
11;1;02079460664
12;1;02079460664
13;1;02079460664
14;1;02079460664
15;1;02079460664
16;1;02079460664

2079460665;
1;1;02079460665
2;1;02079460665
3;1;02079460665
4;1;02079460665
5;1;02079460665
6;1;02079460665
7;1;02079460665
8;1;02079460665
9;1;02079460665
10;1;02079460665
11;1;02079460665
12;1;02079460665
13;1;02079460665
14;1;02079460665
15;1;02079460665
16;1;02079460665

2079460666;
1;1;02079460666
2;1;02079460666
3;1;02079460666
4;1;02079460666
5;1;02079460666
6;1;02079460666
7;1;02079460666
8;1;02079460666
9;1;02079460666
10;1;02079460666
11;1;02079460666
12;1;02079460666
13;1;02079460666
14;1;02079460666
15;1;02079460666
16;1;02079460666

2079460667;
1;1;02079460667
2;1;02079460667
3;1;02079460667
4;1;02079460667
5;1;02079460667
6;1;02079460667
7;1;02079460667
8;1;02079460667
9;1;02079460667
10;1;02079460667
11;1;02079460667
12;1;02079460667
13;1;02079460667
14;1;02079460667
15;1;02079460667
16;1;02079460667

2079460668;
1;1;02079460668
2;1;02079460668
3;1;02079460668
4;1;02079460668
5;1;02079460668
6;1;02079460668
7;1;02079460668
8;1;02079460668
9;1;02079460668
10;1;02079460668
11;1;02079460668
12;1;02079460668
13;1;02079460668
14;1;02079460668
15;1;02079460668
16;1;02079460668

2079460669;
1;1;02079460669
2;1;02079460669
3;1;02079460669
4;1;02079460669
5;1;02079460669
6;1;02079460669
7;1;02079460669
8;1;02079460669
9;1;02079460669
10;1;02079460669
11;1;02079460669
12;1;02079460669
13;1;02079460669
14;1;02079460669
15;1;02079460669
16;1;02079460669

2079460670;
1;1;02079460670
2;1;02079460670
3;1;02079460670
4;1;02079460670
5;1;02079460670
6;1;02079460670
7;1;02079460670
8;1;02079460670
9;1;02079460670
10;1;02079460670
11;1;02079460670
12;1;02079460670
13;1;02079460670
14;1;02079460670
15;1;02079460670
16;1;02079460670

2079460671;
1;1;02079460671
2;1;02079460671
3;1;02079460671
4;1;02079460671
5;1;02079460671
6;1;02079460671
7;1;02079460671
8;1;02079460671
